question_id,disease_group,question_type,difficulty,question,ground_truth,expected_behavior,expected_source,note,review_status,validation_status,validation_reason,source_generation,source_group,source_file,chunk_id
Q222,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Trẻ bị sốt xuất huyết Dengue với triệu chứng nào sẽ được xử trí bằng dịch lỏng hoặc NaCl 0.9% với liều lượng 5 ml/kg/giờ x 12-18 giờ?,Trẻ bị sốt xuất huyết Dengue có suy hô hấp sẽ được xử trí bằng dịch lỏng hoặc NaCl 0.9% với liều lượng 5 ml/kg/giờ x 12-18 giờ.,answer_from_context,sốt xuất huyết dengue_text_0139,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0139
Q223,SỐT XUẤT HUYẾT DENGUE,complication,medium,Trẻ bị sốt xuất huyết Dengue có chỉ định truyền máu khi nào?,Trẻ bị sốt xuất huyết Dengue có chỉ định truyền máu khi Huyết áp tụt ≤ 20 mmHg.,answer_from_context,sốt xuất huyết dengue_text_0139,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0139
Q224,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,"Việc thực hiện các thủ thuật, kỹ thuật đúng qui trình và bảo đảm vô trùng có tác dụng gì?",Giảm nguy cơ nhiễm trùng nơi tiêm và nhiễm trùng toàn thân,answer_from_context,sốt xuất huyết dengue_table_p82_1,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_table_p82_1
Q225,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Trong quá trình truyền dịch, cần phải làm gì để giảm nguy cơ nhiễm trùng toàn thân?","Thực hiện truyền dịch đúng kỹ thuật, bảo đảm vô trùng và thay chai dịch truyền mỗi ngày, dây dịch truyền mỗi ngày",answer_from_context,sốt xuất huyết dengue_table_p82_1,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_table_p82_1
Q226,SỐT XUẤT HUYẾT DENGUE,complication,medium,Khi nào cần thay băng nơi tiêm và kim luồn?,"Thay băng nơi tiêm khi bị ướt, bẩn và quan sát nơi tiêm Thay kim luồn khi nơi tiêm có dấu hiệu nhiễm trùng",answer_from_context,sốt xuất huyết dengue_table_p82_1,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_table_p82_1
Q227,BỆNH RUBELLA,clinical_manifestation,medium,Biểu hiện viêm long rỡ và các dấu hiệu của bệnh nào được mô tả trong đoạn tài liệu?,"Ban mọc và bay theo trình tự: từ đầu, ngực tay bụng, chân, ban hồng mịn xen kẽ với các khoảng da lành, khi mọc tới chân thi ban bay theo thứ tự như trên, đái lai vết thâm (dấu hiệu vằn da hồ).",answer_from_context,bệnh rubella_text_0008,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh rubella.pdf,bệnh rubella_text_0008
Q228,BỆNH RUBELLA,diagnosis,medium,Những dấu hiệu nào giúp chẩn đoán bệnh sốt xuất huyết dựa trên đoạn tài liệu?,"Sốt cao đột ngột, đau đầu, đau mỏi toàn thân, đau nhức nhiều hai hốc mắt, da xung huyết, ít khi có phát ban, dấu hiệu xuất huyết ở dưới da, niêm mạc hoặc nội tạng, xét nghiệm máu: BC giảm, TC giảm, Hct bình thường hoặc tăng, Xét nghiệm huyết thanh: NS1 hoặc IgM kháng dengue (+).",answer_from_context,bệnh rubella_text_0008,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh rubella.pdf,bệnh rubella_text_0008
Q229,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Điều dưỡng có vai trò gì trong việc tư vấn bà mẹ về bệnh sốt xuất huyết Dengue?,"Điều dưỡng giáo dục sức khỏe về sốt xuất huyết Dengue cho bà mẹ để bà mẹ hiểu và hợp tác phụ giúp theo dõi bệnh nhi, hạn chế các trường hợp bệnh nặng do phát hiện chậm, nhờ đó hạn chế được tỷ lệ tử vong.",answer_from_context,sốt xuất huyết dengue_text_0274,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0274
Q230,SỐT XUẤT HUYẾT DENGUE,risk_group,medium,Khi nào bà mẹ nên được tư vấn về bệnh sốt xuất huyết Dengue?,Bà mẹ nên được tư vấn khi đưa trẻ đến khám và được điều trị ngoại trú để theo dõi bệnh sốt xuất huyết Dengue.,answer_from_context,sốt xuất huyết dengue_text_0274,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0274
Q231,SỐT XUẤT HUYẾT DENGUE,diagnosis,medium,Điều dưỡng cần làm gì trong quá trình tư vấn bà mẹ về bệnh sốt xuất huyết Dengue?,"Điều dưỡng giáo dục sức khỏe về sốt xuất huyết Dengue cho bà mẹ để bà mẹ hiểu và hợp tác phụ giúp theo dõi bệnh nhi, hạn chế các trường hợp bệnh nặng do phát hiện chậm, nhờ đó hạn chế được tỷ lệ tử vong. Đồng thời, giải thích, động viên, tạo niềm tin cho thân nhân người bệnh để an tâm điều trị.",answer_from_context,sốt xuất huyết dengue_text_0274,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0274
Q232,BỆNH SỐT RÉT,treatment,medium,Liều dùng của Quinin dihydrochlorid dựa trên cân nặng là bao nhiêu?,Tiêm bắp: 30 mg/kg/24 giờ. Mỗi đợt điều trị 7 ngày,answer_from_context,bệnh sốt rét_text_0052,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh sốt rét.pdf,bệnh sốt rét_text_0052
Q233,SỐT XUẤT HUYẾT DENGUE,risk_group,medium,"Nhóm nguy cơ nào dễ bị xuất huyết da, niêm mạc do giảm tiểu cầu trong sốt xuất huyết Dengue?","Nhóm nguy cơ xuất huyết da, niêm mạc do giảm tiểu cầu trong sốt xuất huyết Dengue.",answer_from_context,sốt xuất huyết dengue_text_0188,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0188
Q234,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Cách điều trị như thế nào để hạn chế tối đa xuất huyết da, niêm mạc khi thực hiện thủ thuật trong sốt xuất huyết Dengue?","Hạn chế tối đa xuất huyết da, niêm mạc khi thực hiện thủ thuật.",answer_from_context,sốt xuất huyết dengue_text_0188,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0188
Q235,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Triệu chứng gì có thể thấy ở bệnh nhân sốt xuất huyết Dengue do giảm tiểu cầu?,"Xuất huyết da, niêm mạc do giảm tiểu cầu trong sốt xuất huyết Dengue.",answer_from_context,sốt xuất huyết dengue_text_0188,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0188
Q236,BỆNH DO VIRUS CORONA HAY COVID 19,clinical_manifestation,medium,Vi rút MERS-CoV gây ra những triệu chứng gì?,Vi rút MERS-CoV có thể gây ra nhiễm trùng hô hấp nặng kèm theo suy thận.,answer_from_context,bệnh do virus corona hay covid-19_text_0004,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0004
Q237,BỆNH DO VIRUS CORONA HAY COVID 19,risk_group,medium,Những đối tượng nào dễ bị lây nhiễm vi rút MERS-CoV?,"Đến nay chưa xác định rõ nhóm nguy cơ cụ thể, nhưng người bệnh thường là những người có tiếp xúc gần gũi với động vật hoặc người bệnh.",answer_from_context,bệnh do virus corona hay covid-19_text_0004,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0004
Q238,DỊCH CÚM A,treatment,medium,Các biện pháp nào được đề xuất để chuẩn bị cho bệnh cúm A(H7N9)?,"Xây dựng cơ số dự trữ quốc gia về trang thiết bị, thuốc, vật tư, hoá chất, phương tiện bảo hộ v.v..; Chuẩn bị sẵn khu vực tiếp nhận bệnh nhân cúm A(H7N9) khi có dịch xảy ra, đảm bảo đầy đủ, trang thiết bị, vật tư, thuốc cấp cứu bệnh nhân nặng.",answer_from_context,dịch cúm A_text_0040,,need_review,passed,passed,llm_from_chunk,in_scope_medium,dịch cúm A.pdf,dịch cúm A_text_0040
Q239,DỊCH CÚM A,treatment,medium,Hướng dẫn nào được đưa ra để hỗ trợ các bệnh viện tuyến dưới trong công tác phòng chống dịch cúm A(H7N9)?,"Chỉ đạo chuyên môn, hướng dẫn và hỗ trợ các bệnh viện tuyến dưới.",answer_from_context,dịch cúm A_text_0040,,need_review,passed,passed,llm_from_chunk,in_scope_medium,dịch cúm A.pdf,dịch cúm A_text_0040
Q240,DỊCH CÚM A,treatment,medium,Các nhóm nào được thành lập để hỗ trợ công tác phòng chống dịch cúm A(H7N9)?,Các nhóm cấp cứu lưu động sẵn sàng hỗ trợ các địa phương trong công tác chuẩn bị phòng chông dịch.,answer_from_context,dịch cúm A_text_0040,,need_review,passed,passed,llm_from_chunk,in_scope_medium,dịch cúm A.pdf,dịch cúm A_text_0040
Q241,BỆNH SỐT RÉT,diagnosis_and_treatment,hard,"Nếu một bệnh nhân thiếu G6PD, liều primaquin được chỉ định như thế nào?","Liều primaquin cho bệnh nhân thiếu G6PD là 0,75mg/kg/lần/tuần x 8 tuần.",answer_from_context,bệnh sốt rét_text_0045,,need_review,passed,passed,llm_from_chunk,in_scope_hard,bệnh sốt rét.pdf,bệnh sốt rét_text_0045
Q242,BỆNH SỐT RÉT,management,hard,Bệnh nhân nào cần được theo dõi chặt chẽ khi sử dụng primaquin?,Người bệnh thiếu G6PD và bán thiếu G6PD cần được theo dõi chặt chẽ khi dùng primaquin.,answer_from_context,bệnh sốt rét_text_0045,,need_review,passed,passed,llm_from_chunk,in_scope_hard,bệnh sốt rét.pdf,bệnh sốt rét_text_0045
Q243,SỐT XUẤT HUYẾT DENGUE,diagnosis_and_treatment,hard,"Nếu bệnh nhân có dấu hiệu phù phổi kèm theo các triệu chứng khác, bác sĩ cần thực hiện những xét nghiệm nào để chẩn đoán chính xác?","X-quang phổi, đo và theo dõi áp lực tĩnh mạch trung tâm.",answer_from_context,sốt xuất huyết dengue_text_0082,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0082
Q244,SỐT XUẤT HUYẾT DENGUE,diagnosis_and_treatment,hard,"Khi nào cần hội chẩn chuyên gia trong trường hợp xuất huyết và cải thiện LS, Hct không đạt yêu cầu?","Hội chẩn chuyên gia khi có cải thiện LS nhưng Hct xu hướng tăng. Cần đánh giá M HA mỗi giờ, kiểm tra động học Hct và lactate máu, kiểm tra và điều trị ABCS.",answer_from_context,sốt xuất huyết dengue_text_0152,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0152
Q245,TRUYEN NHIEM 1,classification,hard,Tại sao trẻ nhỏ thường có ít ban hơn so với trẻ lớn tuổi trong bệnh thủy đậu?,Trẻ nhỏ thường có ít ban hơn so với trẻ lớn tuổi trong bệnh thủy đậu vì số lượng và mức độ nặng của ban rất khác biệt giữa các người bệnh.,answer_from_context,Truyen-nhiem-1_text_0046,,need_review,passed,passed,llm_from_chunk,in_scope_hard,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0046
Q246,SỐT XUẤT HUYẾT DENGUE,diagnosis_and_treatment,hard,"Khi bệnh nhân xuất hiện dấu hiệu sốc, bác sĩ sẽ làm gì theo dõi và điều trị?","Bác sĩ sẽ giảm tốc độ truyền dịch và tiếp tục theo dõi mạch, huyết áp, sờ tay chân mỗi 15 phút/lần khi bệnh nhân đang sốc. Sau đó, lệnh truyền dịch duy trì với tốc độ 1 giờ/lần.",answer_from_context,sốt xuất huyết dengue_text_0209,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0209
Q247,DỊCH CÚM A,management,hard,Hệ thống giám sát nào được đề xuất để theo dõi các trường hợp viêm đường hô hấp cấp nặng và viêm phổi nặng?,"Giám sát dựa vào sự kiện (EBS), giám sát tại các điểm giám sát trọng điểm (SARI) và giám sát tại bệnh viện trên toàn quốc (SPV).",answer_from_context,dịch cúm A_text_0021,,need_review,passed,passed,llm_from_chunk,in_scope_hard,dịch cúm A.pdf,dịch cúm A_text_0021
Q248,SỐT XUẤT HUYẾT DENGUE,diagnosis_and_treatment,hard,Hct tăng cao có ý nghĩa gì trong xét nghiệm của trẻ sốt xuất huyết Dengue?,"Hct tăng cao chứng tỏ có sự cô đặc máu, phản ánh tình trạng giảm thể tích tuần bào máu.",answer_from_context,sốt xuất huyết dengue_text_0198,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0198
Q249,SỐT XUẤT HUYẾT DENGUE,diagnosis_and_treatment,hard,"Nếu bệnh nhân không cải thiện lâm sàng sau khi truyền CPT 15-20ml/kg/giờ, cần thực hiện các bước điều trị nào tiếp theo?","Nếu Hct cao hay >40%: truyền CPT 10 - 20ml/kg/giờ. Nếu còn sốc (sốc thất bại bù dịch) + Hội chẩn khoa, hội chẩn bệnh viện hoặc hội chẩn tuyến trên. + Điều trị toan, xuất huyết, hạ đường huyết, hạ Calci máu nếu có. + Xem xét đặt nội khí quản giúp thở. + Xét nghiệm Hct, đo áp lực tĩnh mạch trung tâm (CVP), đo HA động mạch xâm lấn và đánh giá chức năng tim nếu được.",answer_from_context,sốt xuất huyết dengue_text_0060,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0060
Q250,VIÊM GAN VIRUS E,diagnosis_and_treatment,hard,"Ngoài chophytol và sorbitol, thuốc lợi mật nào khác có thể được sử dụng trong điều trị viêm gan vi rút E?","Thuốc lợi tiểu, sử dụng khi bệnh nhân tiểu ít, bắt đầu với nhóm kháng Aldosteron, có thể kết hợp với thuốc lợi tiểu khác.",answer_from_context,viêm gan virus e_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_hard,viêm gan virus e.pdf,viêm gan virus e_text_0009
Q251,BỆNH VIÊM GAN VIRUS C,classification,hard,Tại sao vắc-xin chưa được phát triển hiệu quả để chống lại vi rút viêm gan C?,Hiện chưa có vắc-xin hiệu quả chống lại vi rút viêm gan C.,answer_from_context,bệnh viêm gan virus c_text_0008,,need_review,passed,passed,llm_from_chunk,in_scope_hard,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0008
Q252,SỐT XUẤT HUYẾT DENGUE,diagnosis_and_treatment,hard,"Trong sốt xuất huyết Dengue, bệnh nhân có nguy cơ gặp phải tình trạng gì do giảm tiểu cầu và cần được chăm sóc như thế nào?","Bệnh nhân có nguy cơ xuất huyết da, niêm mạc do giảm tiểu cầu trong sốt xuất huyết Dengue. Cần theo dõi và quản lý cẩn thận để phòng ngừa các biến chứng liên quan đến tình trạng này.",answer_from_context,sốt xuất huyết dengue_text_0202,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0202
Q253,SỐT XUẤT HUYẾT DENGUE,diagnosis_and_treatment,hard,Việc uống nước nhiều trong quá trình bệnh lý do sốt cao và ăn uống kém có tác dụng gì đối với cơ thể người bệnh?,"Uống nước giúp bù đắp lượng nước mất đi do sốt cao và ăn uống kém, đồng thời cung cấp thêm vitamin và yếu tố vi lượng từ các loại nước dinh dưỡng.",answer_from_context,sốt xuất huyết dengue_text_0235,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0235
Q254,SỐT XUẤT HUYẾT DENGUE,diagnosis_and_treatment,hard,"Ngoài việc bù nước, uống các loại nước dinh dưỡng như từ trái cây và sữa còn cung cấp gì cho cơ thể người bệnh?",Uống các loại nước dinh dưỡng từ trái cây và sữa cung cấp thêm vitamin và yếu tố vi lượng.,answer_from_context,sốt xuất huyết dengue_text_0235,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0235
Q255,SỐT XUẤT HUYẾT DENGUE,diagnosis_and_treatment,hard,"Ngoài bệnh PNCT, cần chẩn đoán phân biệt tình trạng giảm tiểu cầu với những bệnh lý nào khác liên quan đến sản khoa?","Cần chẩn đoán phân biệt tình trạng giảm tiểu cầu với các bệnh u D o lý khác liên quan đến sản khoa như hội chứng HELLP, bệnh gan thoái hóa mỡ cấp, nhiễm trùng …",answer_from_context,sốt xuất huyết dengue_text_0103,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0103
Q256,SỐT XUẤT HUYẾT DENGUE,management,hard,Người bệnh sốt xuất huyết Dengue cần được quản lý như thế nào theo quy định trong phụ lục này?,"Phụ lục này không nêu rõ cách quản lý người bệnh sốt xuất huyết Dengue, chỉ đề cập đến nhu cầu dinh dưỡng.",answer_from_context,sốt xuất huyết dengue_text_0161,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0161
Q257,BỆNH TAY CHÂN MIỆNG,management,hard,Trẻ bị tay chân miệng có biến chứng thần kinh ở độ 2a cần được sắp xếp như thế nào để thuận lợi theo dõi?,"Trẻ bị tay chân miệng có biến chứng thần kinh ở độ 2a nên bố trí, sắp xếp các trẻ bị bệnh TCM có cùng phân độ vào cùng phòng để thuận lợi theo dõi.",answer_from_context,bệnh tay chân miệng_text_0031,,need_review,passed,passed,llm_from_chunk,in_scope_hard,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0031
Q258,BỆNH VIÊM GAN VIRUS C,classification,hard,Viêm gan vi rút C gây ra bởi loại virus nào và thuộc nhóm virus nào?,"Viêm gan vi rút C do vi rut viém gan C (HCV) gây ra, HCV thuộc họ Flaviviridae.",answer_from_context,bệnh viêm gan virus c_text_0007,,need_review,passed,passed,llm_from_chunk,in_scope_hard,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0007
Q259,CÚM A,management,hard,"Trong trường hợp bệnh nhân có đáp ứng kém với thở oxy qua mặt nạ có túi, cần theo dõi và làm gì tiếp theo?",theo dõi sát và cho thở máy sớm khi đáp ứng kém,answer_from_context,cúm A_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_hard,cúm A.pdf,cúm A_text_0009
Q260,DỊCH CÚM A,management,hard,Các giải pháp giảm tử vong do cúm A(H7N9) bao gồm những biện pháp nào được đề cập trong đoạn văn?,"Dự trữ kinh phí, hóa chất, thuốc, trang thiết bị y tế kịp thời cho các địa phương triển khai các biện pháp chống dịch; Tăng cường năng lực xét nghiệm; Thiết lập mạng lưới các bệnh viện sẵn sàng thu dung, điều trị bệnh nhân cúm A(H7N9); Xem xét cập nhật hướng dẫn chẩn đoán, điều trị bệnh cúm A(H7N9).",answer_from_context,dịch cúm A_text_0039,,need_review,passed,passed,llm_from_chunk,in_scope_hard,dịch cúm A.pdf,dịch cúm A_text_0039
Q261,DỊCH CÚM A,diagnosis_and_treatment,hard,"Để tăng cường năng lực xét nghiệm cúm A(H7N9), cần thực hiện những gì theo đoạn văn?","+ Củng cố trang thiết bị phòng xét đảm bảo đủ năng lực xét nghiệm xác định; + Cung cấp sinh phẩm, thiết bị xét nghiệm, chân đoán; + Đảm bảo phát hiện nhanh, chính xác tác nhân gây bệnh của các phòng xét.",answer_from_context,dịch cúm A_text_0039,,need_review,passed,passed,llm_from_chunk,in_scope_hard,dịch cúm A.pdf,dịch cúm A_text_0039
Q262,VIÊM GAN VIRUS A,classification,hard,Quyết định này được áp dụng cho những đối tượng nào?,"Đối tượng chịu trách nhiệm thi hành Quyết định này bao gồm Cục trưởng Cục Quản lý Khám, chữa bệnh; Chánh Văn phòng Bộ; Chánh Thanh tra Bộ; các Vụ trưởng, Cục trưởng của Bộ Y tế; Giám đốc các bệnh viện, viện có giường bệnh trực thuộc Bộ Y tế; Giám đốc Sở Y tế các tỉnh, thành phố trực thuộc Trung ương; Thủ trưởng y tế các Bộ, ngành; và Thủ trưởng các đơn vị có liên quan.",answer_from_context,viêm gan virus a_text_0002,,need_review,passed,passed,llm_from_chunk,in_scope_hard,viêm gan virus a.pdf,viêm gan virus a_text_0002
Q263,VIÊM GAN VIRUS A,management,hard,"Ngoài việc chịu trách nhiệm thi hành Quyết định này, những đối tượng được đề cập trong quyết định còn cần báo cáo với ai?",Những đối tượng được đề cập trong quyết định cần báo cáo với Bộ trưởng và Thứ trưởng.,answer_from_context,viêm gan virus a_text_0002,,need_review,passed,passed,llm_from_chunk,in_scope_hard,viêm gan virus a.pdf,viêm gan virus a_text_0002
Q264,TRUYEN NHIEM 1,diagnosis_and_treatment,hard,"Theo tài liệu, cúm A (H5N1) được chẩn đoán và xử trí như thế nào theo hướng dẫn của Bộ Y tế năm 2008?","Cúm A (H5N1) được chẩn đoán dựa trên các triệu chứng lâm sàng và kết quả xét nghiệm. Xử trí bao gồm việc điều trị triệu chứng, chống vi-rút, theo dõi và điều trị các biến chứng. Các biện pháp phòng ngừa lây nhiễm cũng được đề xuất.",answer_from_context,Truyen-nhiem-1_text_0130,,need_review,passed,passed,llm_from_chunk,in_scope_hard,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0130
Q265,SỐT XUẤT HUYẾT DENGUE,diagnosis_and_treatment,hard,Trong trường hợp nào thì cần đo cung lượng tim để hướng dẫn sử dụng vận mạch?,"Nếu thất bại với Dopamin và Dobutamin, nên đo cung lượng tim (nếu có) để hướng dẫn sử dụng vận mạch.",answer_from_context,sốt xuất huyết dengue_text_0148,,need_review,passed,passed,llm_from_chunk,in_scope_hard,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0148
Q266,BỆNH DO VIRUS EBOLA,diagnosis_and_treatment,hard,"Trong trường hợp phát hiện người nghi ngờ nhiễm vi rút Ebola, các biện pháp cần thực hiện là gì?","Cần khám và cách ly kịp thời. Tại cơ sở y tế phải thực hiện các phương pháp phòng ngừa chuẩn và phòng ngừa theo đường lây. Thực hiện khai báo, thông tin, báo cáo ca bệnh theo hướng dẫn tại Thông tư số 48/2010/TT-BYT của Bộ Y tế.",answer_from_context,bệnh do virus ebola_text_0012,,need_review,passed,passed,llm_from_chunk,in_scope_hard,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0012
Q267,BỆNH DO VIRUS EBOLA,management,hard,Người bệnh bị nhiễm vi rút Ebola cần được điều trị và cách ly như thế nào?,"Cách ly, điều trị tại cơ sở y tế theo hướng dẫn của Bộ Y tế. Sử dụng trang bị phòng hộ cá nhân đúng để hạn chế lây truyền bệnh. Hạn chế tiếp xúc, vận chuyển bệnh nhân, trong trường hợp cần vận chuyển phải sử dụng trang bị phòng hộ cá nhân và xe chuyên dụng. Các vật dụng bị ô nhiễm, đồ thải bỏ và chất thải của bệnh nhân cần phải khử trùng và xử lý theo quy định.",answer_from_context,bệnh do virus ebola_text_0012,,need_review,passed,passed,llm_from_chunk,in_scope_hard,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0012
Q268,TRUYEN NHIEM 1,classification,hard,Cúm đại dịch A/H1N1/2009 có tên đầy đủ là gì và nó được tạo ra từ những loại virus nào?,"Tên đầy đủ của cúm đại dịch A/H1N1/2009 là PBA9 H1N1, và nó được tạo ra từ sự lai tạo giữa virus cúm lợn, virus cúm chim và virus cúm người.",answer_from_context,Truyen-nhiem-1_text_0117,,need_review,passed,passed,llm_from_chunk,in_scope_hard,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0117
Q269,BỆNH DO VIRUS EBOLA,diagnosis_and_treatment,hard,Công thức máu của bệnh nhân mắc bệnh này thường có những thay đổi gì theo tài liệu?,"Công thức máu của bệnh nhân thường có giảm bạch cầu, giảm tiểu cầu.",answer_from_context,bệnh do virus ebola_text_0004,,need_review,passed,passed,llm_from_chunk,in_scope_hard,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0004
Q270,BỆNH RUBELLA,management,hard,"Trong bệnh viện, biện pháp khử khuẩn buồng bệnh cho người bệnh rubella bao gồm những gì?","Cách ly người bệnh; Nhân viên y tế thực hiện đầy đủ các biện pháp dự phòng chuẩn trong chăm sóc, điêu trị cho người bệnh rubella; Khử khuẩn buồng bệnh: thường xuyên mở cửa số, cửa chính để ánh nắng chiếu vào và đảm bảo thông khí thoáng. Sử dụng khí Ozon hoặc chiếu đèn cực tím.",answer_from_context,bệnh rubella_text_0016,,need_review,passed,passed,llm_from_chunk,in_scope_hard,bệnh rubella.pdf,bệnh rubella_text_0016
Q271,TRUYEN NHIEM 1,summary,hard,"Bảng hướng dẫn điều trị bệnh dịch hạch đề cập đến bao nhiêu loại thuốc và mỗi loại có liều dùng như thế nào cho người lớn, trẻ em và trẻ sơ sinh?","Bảng hướng dẫn điều trị bệnh dịch hạch đề cập đến 4 loại thuốc: streptomycin, gentamycin, tetracyclin và doxycyclin. Mỗi loại thuốc đều có liều dùng khác nhau cho người lớn, trẻ em và trẻ sơ sinh.",answer_from_context,Truyen-nhiem-1_text_0179,,need_review,passed,passed,llm_from_chunk,in_scope_hard,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0179
Q272,TRUYEN NHIEM 1,diagnosis_and_treatment,hard,Leptospirosis có biểu hiện lâm sàng chính là gì và xét nghiệm nào thường được sử dụng để chẩn đoán bệnh này?,"Leptospirosis có biểu hiện lâm sàng chính là sốt, đau cơ, có thể có phát ban, vàng da, tổn thương phổi, suy thận; xét nghiệm huyết thanh học (ví dụ như Martin - Petit) thường được sử dụng để chẩn đoán bệnh này.",answer_from_context,Truyen-nhiem-1_text_0157,,need_review,passed,passed,llm_from_chunk,in_scope_hard,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0157
Q273,TRUYEN NHIEM 1,classification,hard,Các bệnh nhiễm arbovirus có đặc điểm lâm sàng nào khác biệt so với leptospirosis?,"Các bệnh nhiễm arbovirus thường có diễn biến cấp tính với các triệu chứng sốt, đau đầu, mỏi người, có thể có phát ban…, tương tự như sốt mò. Tuy nhiên, chúng không đi kèm với gan lách to, ít khi có biểu hiện đồng thời ở nhiều cơ quan và phủ tạng, và bệnh thường tự khỏi trong vòng 5 - 7 ngày.",answer_from_context,Truyen-nhiem-1_text_0157,,need_review,passed,passed,llm_from_chunk,in_scope_hard,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0157
Q274,BỆNH VIÊM GAN VIRUS C,multi_aspect,hard,Bệnh viện nào có Trưởng khoa Bệnh Nhiệt đới tham gia biên soạn hướng dẫn này?,"Bệnh viện Bạch Mai, Bệnh viện Đa khoa rung ương Huê, Trường Đại học Y khoa Phạm Ngọc Thạch, Bệnh viện đa khoa Trung ương Cần Thơ, Bệnh viện Bệnh Nhiệt đới TP. Hồ Chí Minh, Bệnh viện Đa khoa ane, Bệnh viện Đại học Y Hà Nội",answer_from_context,bệnh viêm gan virus c_text_0003,,need_review,passed,passed,llm_from_chunk,in_scope_hard,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0003
