question_id,disease_group,question_type,difficulty,question,ground_truth,expected_behavior,expected_source,note,review_status,validation_status,validation_reason,source_generation,source_group,source_file,chunk_id,retrieval_evaluated,hit_any_at_5,matched_at_5,retrieved_sources_json,retrieval_filter_keep,retrieval_filter_reason
Q141,VIÊM GAN VIRUS E,treatment,medium,"Ngoài chophytol và sorbitol, thuốc lợi mật còn có thể sử dụng loại nào khác?","Thuốc lợi tiểu, sử dụng khi bệnh nhân tiểu ít, bắt đầu với nhóm kháng Aldosteron, có thể kết hợp với thuốc lợi tiểu khác.",answer_from_context,viêm gan virus e_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_medium,viêm gan virus e.pdf,viêm gan virus e_text_0009,1,1.0,viêm gan virus e_text_0009,"[{""rank"": 1, ""chunk_id"": ""viêm gan virus e_text_0009"", ""disease"": ""VIÊM GAN VIRUS E"", ""section_title"": ""PHÒNG BỆNH KHÔNG ĐẶC HIỆU"", ""source_file"": ""viêm gan virus e.pdf"", ""page_start"": 4, ""page_end"": 4, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0146"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 58, ""page_end"": 58, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh viêm gan virus c_text_0071"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": """", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 33, ""page_end"": 33, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh sốt rét_text_0031"", ""disease"": ""BỆNH SỐT RÉT"", ""section_title"": ""ĐIỀU TRỊ SỐT RÉT ÁC TINH"", ""source_file"": ""bệnh sốt rét.pdf"", ""page_start"": 12, ""page_end"": 12, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""bệnh sởi_text_0032"", ""disease"": ""BỆNH SỞI"", ""section_title"": ""ĐIỀU TRỊ BỆNH SỞI CÓ BIẾN CHỨNG"", ""source_file"": ""bệnh sởi.pdf"", ""page_start"": 14, ""page_end"": 14, ""content_type"": ""text""}]",1,retrieval_hit
Q142,BỆNH VIÊM GAN VIRUS C,clinical_manifestation,medium,Thuốc kháng vi-rút tác dụng trực tiếp (DAA) có thể chữa khỏi bao nhiêu người bị nhiễm viêm gan C?,Thuốc kháng vi-rút tác dụng trực tiếp (DAA) có thể chữa khỏi hơn 95% số người bị nhiễm viêm gan C.,answer_from_context,bệnh viêm gan virus c_text_0008,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0008,1,1.0,bệnh viêm gan virus c_text_0008,"[{""rank"": 1, ""chunk_id"": ""bệnh viêm gan virus c_text_0011"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 9, ""page_end"": 9, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh viêm gan virus c_text_0008"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 8, ""page_end"": 8, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""viêm gan virus b_text_0010"", ""disease"": ""VIÊM GAN VIRUS B"", ""section_title"": ""ĐIỀU TRỊ CHO MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""viêm gan virus b.pdf"", ""page_start"": 3, ""page_end"": 3, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""viêm gan virus b_text_0014"", ""disease"": ""VIÊM GAN VIRUS B"", ""section_title"": ""ĐIỀU TRỊ CHO MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""viêm gan virus b.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""cúm A_text_0004"", ""disease"": ""CÚM A"", ""section_title"": """", ""source_file"": ""cúm A.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}]",1,retrieval_hit
Q143,BỆNH VIÊM GAN VIRUS C,complication,medium,Viêm gan C mạn tính gây ra bao nhiêu trường hợp tử vong hàng năm theo ước tính của WHO?,"Năm 2022, ước tính có khoảng 242.000 người tử vong vì viêm gan C, chủ yếu là do xơ gan và ung thư biểu mô tế bào gan (ung thư gan nguyên phát).",answer_from_context,bệnh viêm gan virus c_text_0008,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0008,1,1.0,bệnh viêm gan virus c_text_0008,"[{""rank"": 1, ""chunk_id"": ""bệnh viêm gan virus c_text_0008"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 8, ""page_end"": 8, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh viêm gan virus c_text_0009"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 8, ""page_end"": 8, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""viêm gan virus b_text_0010"", ""disease"": ""VIÊM GAN VIRUS B"", ""section_title"": ""ĐIỀU TRỊ CHO MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""viêm gan virus b.pdf"", ""page_start"": 3, ""page_end"": 3, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0005"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""TRIỆU CHỨNG LÂM SÀNG"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""dịch cúm A_text_0021"", ""disease"": ""DỊCH CÚM A"", ""section_title"": ""KHUYẾN CÁO PHÒNG CHỐNG DỊCH PHÙ HỢP VỚI CÁC ĐỐI TƯỢNG NGUY CƠ."", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 6, ""page_end"": 6, ""content_type"": ""text""}]",1,retrieval_hit
Q147,SỐT XUẤT HUYẾT DENGUE,complication,medium,Những bệnh lý sản khoa nào có thể gây ra tình trạng giảm tiểu cầu ở bệnh nhân PNCT 3 tháng cuối?,"Nhai bong non, nhau tiền đạo, nhau cài răng lược, thai ngoài tử cung vỡ, vỡ tử cung, vỡ mạch máu bất thường.",answer_from_context,sốt xuất huyết dengue_text_0103,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0103,1,1.0,sốt xuất huyết dengue_text_0103,"[{""rank"": 1, ""chunk_id"": ""viêm gan virus e_text_0004"", ""disease"": ""VIÊM GAN VIRUS E"", ""section_title"": ""TRIỆU CHỨNG LÂM SÀNG"", ""source_file"": ""viêm gan virus e.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""sốt xuất huyết dengue_text_0103"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ SXHD Ở PNCT"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 34, ""page_end"": 34, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh do virus zika_text_0007"", ""disease"": ""BỆNH DO VIRUS ZIKA"", ""section_title"": ""ĐIỀU TRỊ ĐIỀU TRỊ TRIỆU CHỨNG LÀ CHÍNH, BAO GỒM"", ""source_file"": ""bệnh do virus zika.pdf"", ""page_start"": 4, ""page_end"": 4, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh viêm gan virus c_text_0020"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""DỰ PHÒNG LÂY NHIỄM HCV TRONG CỘNG ĐỒNG."", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 11, ""page_end"": 11, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0027"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 15, ""page_end"": 15, ""content_type"": ""text""}]",1,retrieval_hit
Q161,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Biểu hiện của nhiễm trùng tại chỗ sau tiêm là gì theo đoạn văn?,"nơi tiêm không đỏ, không có mủ và bệnh nhi không/gi sốt.",answer_from_context,sốt xuất huyết dengue_text_0222,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0222,1,1.0,sốt xuất huyết dengue_text_0222,"[{""rank"": 1, ""chunk_id"": ""viêm gan virus b_text_0020"", ""disease"": ""VIÊM GAN VIRUS B"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""viêm gan virus b.pdf"", ""page_start"": 8, ""page_end"": 8, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""sốt xuất huyết dengue_text_0224"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": """", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 82, ""page_end"": 82, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0222"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": """", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 82, ""page_end"": 82, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh rubella_text_0005"", ""disease"": ""BỆNH RUBELLA"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""bệnh rubella.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0004"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""TRIỆU CHỨNG LÂM SÀNG"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}]",1,retrieval_hit
Q189,SỐT XUẤT HUYẾT DENGUE,diagnosis,medium,Khi nào cần thử dịch với bệnh nhân có CVP > 15cmH O và Hct cao kèm sức co bóp cơ tim bình thường?,"Có thể lập lại truyền Albumin nếu nồng độ Albumin máu thấp < 2,5 g/dl và bệnh nhân vẫn còn thất thoát dịch.",answer_from_context,sốt xuất huyết dengue_text_0063,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0063,1,1.0,sốt xuất huyết dengue_text_0063,"[{""rank"": 1, ""chunk_id"": ""sốt xuất huyết dengue_text_0063"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": """", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 21, ""page_end"": 21, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""sốt xuất huyết dengue_text_0213"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": """", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 79, ""page_end"": 79, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0242"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ CHỐNG SỐC CẦN CHÚ Ý TÍNH LƯỢNG DỊCH TRUYỀN TRÊN CÂN NẶNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 88, ""page_end"": 88, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""sốt xuất huyết dengue_text_0056"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ TRIỆU CHỨNG: HẠ SỐT."", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 19, ""page_end"": 19, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""sốt xuất huyết dengue_text_0083"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 27, ""page_end"": 27, ""content_type"": ""text""}]",1,retrieval_hit
Q197,TRUYEN NHIEM 1,risk_group,medium,Những yếu tố thuận lợi dẫn đến nhiễm trùng da và mô mềm là gì?,"Các tổn thương hàng rào da niêm mạc: như vết thương, bỏng. Các bệnh lý mạn tính: đái tháo đường, xơ gan, các bệnh lý gây suy giảm miễn dịch khác.",answer_from_context,Truyen-nhiem-1_text_0164,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0164,1,1.0,truyen-nhiem-1_text_0164,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0051"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ HỖ TRỢ"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 24, ""page_end"": 24, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0166"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""CHẨN ĐOÁN XÁC ĐỊNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 66, ""page_end"": 66, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""Truyen-nhiem-1_text_0168"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""CHẨN ĐOÁN XÁC ĐỊNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 66, ""page_end"": 66, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""Truyen-nhiem-1_text_0091"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG A. THỜI KỲ Ủ BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 38, ""page_end"": 38, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0164"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 65, ""page_end"": 65, ""content_type"": ""text""}]",1,retrieval_hit
Q201,BỆNH TAY CHÂN MIỆNG,clinical_manifestation,medium,ECMO được chỉ định khi nào trong bệnh tay chân miệng độ IV thất bại sau 6 - 12 giờ?,"ECMO được chỉ định khi lọc máu: huyết động chưa ổn định, liều thuốc van mach cao (VIS > 50), EF < 30%, chỉ số tim thấp, men tim tăng cao, toan chuyền hoá kéo đài pH < 7,15; lactate máu > Smmol/L.",answer_from_context,bệnh tay chân miệng_text_0047,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0047,1,1.0,bệnh tay chân miệng_text_0047,"[{""rank"": 1, ""chunk_id"": ""bệnh tay chân miệng_text_0049"", ""disease"": ""BỆNH TAY CHÂN MIỆNG"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""bệnh tay chân miệng.pdf"", ""page_start"": 20, ""page_end"": 20, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh tay chân miệng_text_0050"", ""disease"": ""BỆNH TAY CHÂN MIỆNG"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""bệnh tay chân miệng.pdf"", ""page_start"": 20, ""page_end"": 20, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh viêm gan virus c_text_0030"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""ĐIỀU TRỊ VIÊM GAN VI RÚT C Ở MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 15, ""page_end"": 15, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh tay chân miệng_text_0047"", ""disease"": ""BỆNH TAY CHÂN MIỆNG"", ""section_title"": """", ""source_file"": ""bệnh tay chân miệng.pdf"", ""page_start"": 19, ""page_end"": 19, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""bệnh tay chân miệng_text_0029"", ""disease"": ""BỆNH TAY CHÂN MIỆNG"", ""section_title"": ""ĐIỀU TRỊ NGOẠI TRÚ VÀ THEO DÕI TẠI Y TẾ CƠ SỞ"", ""source_file"": ""bệnh tay chân miệng.pdf"", ""page_start"": 13, ""page_end"": 13, ""content_type"": ""text""}]",1,retrieval_hit
Q204,CÚM A,complication,medium,Các biến chứng của bệnh viêm phổi do vi rút cúm A (H5N6) có thể là gì?,"Tổn thương phổi trong bệnh lý toàn thân như nhiễm khuẩn huyết, sốc nhiễm khuẩn, phù phổi cấp.",answer_from_context,cúm A_text_0006,,need_review,passed,passed,llm_from_chunk,in_scope_medium,cúm A.pdf,cúm A_text_0006,1,1.0,cúm a_text_0006,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0118"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""TÁC NHÂN GÂY BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 49, ""page_end"": 49, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0021"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ THUỐC KHÁNG VIRUS ACYCLOVIR"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 14, ""page_end"": 14, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""cúm A_text_0006"", ""disease"": ""CÚM A"", ""section_title"": """", ""source_file"": ""cúm A.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh viêm gan virus c_text_0011"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 9, ""page_end"": 9, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""bệnh sởi_text_0017"", ""disease"": ""BỆNH SỞI"", ""section_title"": ""CHẨN ĐOÁN BIẾN CHỨNG"", ""source_file"": ""bệnh sởi.pdf"", ""page_start"": 9, ""page_end"": 9, ""content_type"": ""text""}]",1,retrieval_hit
Q205,BỆNH DO VIRUS CORONA HAY COVID 19,clinical_manifestation,medium,Vi rút MERS-COV gây ra các triệu chứng gì?,Vi rút MERS-COV thường gây ra các biểu hiện bệnh lý của đường hô hấp trên và đường tiêu hóa.,answer_from_context,bệnh do virus corona hay covid-19_text_0003,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh do virus corona hay covid-19.pdf,bệnh do virus corona hay covid-19_text_0003,1,1.0,bệnh do virus corona hay covid-19_text_0003,"[{""rank"": 1, ""chunk_id"": ""bệnh do virus zika_text_0003"", ""disease"": ""BỆNH DO VIRUS ZIKA"", ""section_title"": ""TRIỆU CHỨNG LÂM SÀNG"", ""source_file"": ""bệnh do virus zika.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""sốt xuất huyết dengue_text_0173"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""LÂM SÀNG KHỚP, NHỨC HAI 4. XUẤT HUYẾT NIÊM 3. SUY HÔ HẤP."", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 64, ""page_end"": 64, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0003"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""TRIỆU CHỨNG LÂM SÀNG"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""cúm A_text_0006"", ""disease"": ""CÚM A"", ""section_title"": """", ""source_file"": ""cúm A.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""bệnh viêm gan virus c_text_0030"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""ĐIỀU TRỊ VIÊM GAN VI RÚT C Ở MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 15, ""page_end"": 15, ""content_type"": ""text""}]",1,retrieval_hit
Q206,TRUYEN NHIEM 1,diagnosis,medium,Cần phân biệt thủy đậu với những bệnh nào có phát ban dạng phỏng nước?,"Thủy đậu cần được phân biệt với bệnh tay chân miệng liên quan tới Enterovirus, bệnh do Herpes simplex, viêm da mủ và một số bệnh khác.",answer_from_context,Truyen-nhiem-1_text_0048,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0048,1,1.0,truyen-nhiem-1_text_0048,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0159"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 62, ""page_end"": 62, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0043"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 22, ""page_end"": 22, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""Truyen-nhiem-1_text_0048"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ KHÁNG VIRUS"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 23, ""page_end"": 23, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh sốt rét_text_0008"", ""disease"": ""BỆNH SỐT RÉT"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""bệnh sốt rét.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0046"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 22, ""page_end"": 22, ""content_type"": ""text""}]",1,retrieval_hit
Q208,TRUYEN NHIEM 1,diagnosis,medium,Bệnh tay chân miệng do Enterovirus có đặc điểm gì so với thủy đậu?,"Ban trong bệnh tay chân miệng do Enterovirus nhỏ hơn, phân bố tập trung ở tay chân và mông, có cả ở lòng bàn tay và bàn chân.",answer_from_context,Truyen-nhiem-1_text_0048,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0048,1,1.0,truyen-nhiem-1_text_0048,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0021"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ THUỐC KHÁNG VIRUS ACYCLOVIR"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 14, ""page_end"": 14, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0048"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ KHÁNG VIRUS"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 23, ""page_end"": 23, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""Truyen-nhiem-1_text_0046"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 22, ""page_end"": 22, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""Truyen-nhiem-1_text_0116"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""TÁC NHÂN GÂY BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 49, ""page_end"": 49, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""sốt xuất huyết dengue_text_0280"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 103, ""page_end"": 103, ""content_type"": ""text""}]",1,retrieval_hit
Q210,BỆNH DO VIRUS EBOLA,risk_group,medium,Nhóm bệnh nhân nào có nguy cơ sảy thai/đẻ non cao khi bị sốc giảm khối lượng tuần hoàn và cần được can thiệp như thế nào?,"Phụ nữ mang thai: có nguy cơ sảy thai/đẻ non, chảy máu sau sinh rất cao. Việc chỉ định dùng oxytocin và các can thiệp sau sinh cần tuân thủ đúng các hướng dẫn nhằm giúp bệnh nhân cầm máu.",answer_from_context,bệnh do virus ebola_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0009,1,1.0,bệnh do virus ebola_text_0009,"[{""rank"": 1, ""chunk_id"": ""bệnh do virus ebola_text_0009"", ""disease"": ""BỆNH DO VIRUS EBOLA"", ""section_title"": ""TRIỆU CHỨNG XỬ TRÍ"", ""source_file"": ""bệnh do virus ebola.pdf"", ""page_start"": 4, ""page_end"": 4, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh do virus zika_text_0007"", ""disease"": ""BỆNH DO VIRUS ZIKA"", ""section_title"": ""ĐIỀU TRỊ ĐIỀU TRỊ TRIỆU CHỨNG LÀ CHÍNH, BAO GỒM"", ""source_file"": ""bệnh do virus zika.pdf"", ""page_start"": 4, ""page_end"": 4, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh sốt rét_text_0031"", ""disease"": ""BỆNH SỐT RÉT"", ""section_title"": ""ĐIỀU TRỊ SỐT RÉT ÁC TINH"", ""source_file"": ""bệnh sốt rét.pdf"", ""page_start"": 12, ""page_end"": 12, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh rubella_text_0004"", ""disease"": ""BỆNH RUBELLA"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""bệnh rubella.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0027"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 15, ""page_end"": 15, ""content_type"": ""text""}]",1,retrieval_hit
